MomentMag,Mech,VS30,RjbWork,Ia
6.1,1,352,62.23,5.9592
5.4,3,352,62.83,0.2773
6,1,352,60.17,4.025
5.3,1,352,124,0.048565
5.1,1,352,56.48,0.30259
5.2,1,352,238.95,0.001241
5.3,1,352,236.41,0.001085
6.5,1,352,80.49,4.9007
5.1,1,352,97.71,0.014346
5,0,340,42,1.8086
4.6,3,340,35.5,0.058582
6.4,1,353,52,7.0508
4.8,1,495,161.39,0.001997
4.9,1,495,76.511189,0.023893
5,1,495,70.48,0.00822
6.1,1,495,134.19,0.08626
5.4,3,495,134.65,0.003269
6,1,495,133.7,0.073623
5.3,2,495,199.69,0.000868
5.2,1,495,201.17,0.001048
5.3,1,495,198.86,0.000947
6.5,1,495,144.33,0.19791
5.1,1,495,158.49,0.001139
5,1,495,151.43,0.001731
5.4,2,877,135.82,0.000718
5.2,2,877,145.05,0.001747
5.4,2,877,143.84,0.001799
6.2,1,877,278.76,0.002361
5.4,3,877,194.65,0.00077
5.3,3,877,192.53,0.000362
6.1,2,877,112.59,0.004811
5,3,877,53.45,0.002261
5.3,3,877,134.34,0.00024
6.1,3,877,33.16,2.4927
5.5,1,877,44.98,0.11346
5.4,2,877,42.73,0.18411
4.4,1,337,108.928026,0.41588
4.8,3,382,92.609371,0.64247
4.8,2,553,119.45717,1.3599
3.9,3,626,79.065933,0.35072
4.3,2,221,82.083077,0.000331
4.7,2,278,99.186411,0.051134
5.4,0,476,167.617822,0.59738
5.2,1,291,132.919776,0.1078
5.8,3,150,110.720007,0.52202
4.8,3,438,96.505626,0.47654
5.3,2,527,134.217927,1.5691
4.4,2,378,95.865199,0.00021
4.4,1,244,102.079409,1.0557
5,3,243,89.176065,1.4831
4.5,3,340,80.330325,0.12398
5.2,2,442,91,2.203069
6.4,1,407,53.3,10.430792
6.4,1,393,41.1,10.885531
4.9,2,484,23,2.954608
4.6,2,484,27.3,1.348879
4.5,2,484,18.4,1.166761
4.4,2,484,24.8,0.46179
4.7,1,484,30.2,2.745731
4.9,2,484,12,3.330516
4.3,2,484,17.2,0.235247
4.6,1,484,20.7,2.584117
4.5,1,484,21.5,2.070518
5.3,1,500,49.5,4.960525
4.5,1,382,1.5,3.029555
4.6,1,626,27.1,1.981772
6.2,1,626,71.6,8.241233
5.1,3,626,79.7,0.596169
5.4,3,626,64.5,2.574388
5,3,626,18.2,2.211572
5.7,3,626,72.5,3.759784
4.3,2,626,21.8,-0.305586
4.5,1,626,25.4,1.553606
4.9,2,626,11.7,2.957132
4.5,1,626,17.7,1.816741
5.6,3,626,61.2,3.659682
5.1,3,626,60.3,1.259133
4,2,626,22.1,-1.774621
5.1,1,626,25.4,4.471172
4.2,3,626,25.3,-1.921148
5.4,3,506,277.78,-4.389918
6.4,1,464,117.9,8.069195
4.5,2,464,16,1.302811
4.8,2,392,44.1,1.995841
4.5,2,392,17.7,1.439236
4.9,1,392,109.5,1.256855
4.6,1,392,48.1,1.896319
5.1,2,529,35.1,3.392058
4.3,2,242,10.6,1.114594
4.5,2,412,6.2,1.778197
4.6,1,772,36.4,1.269517
5.1,1,347,70.3,3.690549
5.2,2,347,38.9,4.240162
5.1,2,347,54.2,3.231047
4.9,3,445,106.2,-0.792949
4.8,3,445,103.8,-1.197194
4.9,3,445,120.2,-1.271376
4.6,3,445,88.6,-1.65028
4.9,3,445,103.1,-0.687011
4.4,3,445,94.7,-2.83126
4.6,3,445,108.3,-2.323496
4.7,3,445,106.1,-1.762054
4.7,3,445,90.4,-1.225531
5,3,445,104.5,-0.248593
4.7,3,445,92.8,-1.307547
4.9,3,445,101.6,-0.635751
4.7,3,445,129,-2.544625
5.1,2,445,190.3,-1.684717
4.2,2,445,8.5,0.15166
4.2,1,445,119.3,-2.625061
6.4,1,525,117.2,7.928315
6.2,1,421,79,8.54219
4.9,3,421,118.5,-1.148442
4.8,3,421,115.8,-1.542435
4.7,1,421,113,0.086377
4.7,3,421,110.7,-1.854411
4.4,1,421,105.1,-1.102436
4.5,3,421,112.2,-2.878194
4.6,3,421,83,-1.394069
4.7,3,421,96.1,-1.35548
4.6,3,421,95.2,-1.810985
4.9,2,278,19.3,3.637592
5.5,2,278,24.7,6.370622
6.8,3,278,61.7,10.417907
6.5,0,278,70.1,11.701148
6.2,1,278,80.3,8.884102
4.2,2,278,8.5,0.602837
5.4,2,571,11.58,5.54113
5.4,2,514,11.25,5.706402
4.4,2,404,62.7,-0.617249
5.2,2,421,25.4,4.50158
5.1,2,421,20.6,4.179351
5.4,2,421,21.5,5.607379
4.8,2,421,17.4,2.829923
5.3,2,421,187.48,-0.550985
5.4,2,421,191.78,-0.21167
6,1,421,248.52,1.776591
5.2,2,421,141.89,0.520719
5.3,1,421,160.93,1.366012
5.1,1,421,272.36,-3.414453
5.2,1,421,228.35,-1.42422
6.5,1,421,208.02,5.59192
5.1,1,421,208.53,-1.233164
4.7,1,476,85.6,0.874137
4.9,3,476,86.4,-0.200067
4.7,3,476,83.4,-1.070069
4.4,1,476,77.4,-0.304424
4.5,3,476,86.1,-2.134859
4.6,3,476,55.2,-0.592639
4.7,3,476,67.9,-0.540381
4.6,3,476,67.2,-1.00272
4.9,3,476,77.7,0.097242
4.8,3,476,74.5,-0.279664
4.9,3,476,92.8,-0.418776
4.6,3,476,59,-0.722498
6.4,2,542,74.3,8.338733
4.6,0,542,23.9,3.32776
5.5,1,291,20.2,7.498975
4.7,1,249,11.1,4.033333
4.8,3,249,10.5,2.520711
4.4,1,249,17.1,2.36951
4.1,1,249,23.6,0.688599
6.2,1,249,69.3,9.338358
5.4,3,249,62.6,3.657843
4.6,1,249,41.1,2.52187
4.4,1,249,34,1.791979
5,3,249,14,3.373626
4.4,1,249,26.8,2.038028
5.7,3,249,73.8,4.733884
5.1,3,249,79.2,1.631781
4,2,249,20.1,-0.687749
5.1,1,249,22.8,5.578549
5.4,1,362,57.4,5.549645
6.2,1,362,50.1,9.6892
4.5,3,362,65.3,-1.116063
4.5,3,362,76.1,-1.485136
4.6,3,362,67.4,-0.701566
4.4,3,362,58.9,-1.383614
5.4,3,362,97,2.17699
4.9,3,362,87.1,0.084001
4.5,3,362,84,-1.755106
4.9,3,362,97.5,-0.271402
4.7,1,362,87.4,1.120615
4.9,3,362,89.5,0.001985
4.7,3,362,85.9,-0.847513
4.4,1,362,78.4,-0.030608
4.6,3,362,46.2,0.02291
4.7,3,362,67.2,-0.20847
4.6,3,362,67.9,-0.718653
4.9,3,362,80.2,0.319798
4.9,3,362,96.9,-0.250898
4.4,2,464,118.1,-2.672556
4.5,2,464,186.3,-4.516921
4.9,2,464,143.7,-1.116089
4.8,2,464,64.2,1.114436
4.8,2,464,62.9,1.158861
5.2,2,464,90.6,2.157302
4.7,2,464,93.3,-0.366272
4.5,2,464,46.6,0.257104
4.9,2,197,35.4,3.306234
4.8,3,197,68.8,0.668887
4.3,1,197,19.9,1.928049
6.2,1,197,125.1,7.571968
4.1,1,197,27.3,0.702644
4.2,1,197,13.7,1.653663
4.6,1,197,21.2,3.342407
4.5,1,197,23.8,2.767295
6.2,1,115,16.9,11.491067
5.4,3,115,18.6,5.523496
4.4,2,543,40.1,-0.220461
3.8,2,507,17.9,-2.282118
5.6,1,471,28.8,7.205046
5.6,3,471,51.8,4.39967
6.4,1,393,111,8.49681
4.5,2,393,32.6,0.92735
4.9,1,393,87.7,1.999133
4.6,1,393,29.5,2.529243
4.5,2,430,13.9,1.466431
4.6,1,430,46.9,1.834664
4.6,2,454,48.9,0.691783
4.4,2,422,9.8,1.141895
4.4,2,361,43.4,0.158469
4.4,2,361,17.9,1.029891
5.1,1,361,141.6,1.216162
4.4,2,361,82.2,-1.167459
4.2,1,361,123.7,-2.548484
4.8,1,361,127.2,0.249476
4.2,1,361,224.1,-5.979495
4.2,2,965,101.7,-4.438166
6.4,1,712,109.2,7.696492
4.8,2,712,20.9,1.924133
4.5,2,712,33.9,0.021095
3.8,2,712,29.6,-3.235787
4.5,2,712,29.1,0.185127
4.1,1,475,15.3,0.361663
5.3,2,374,84.2,3.105423
4.5,2,374,83.4,-0.757328
4.8,2,374,84.2,0.674117
6.1,1,390,110.12,7.076204
6.1,1,320,111.94,7.203124
6.1,1,419,110.48,6.985553
6.1,1,211,108.72,7.607644
6.1,1,571,110.62,6.570117
6.1,1,535,112.28,6.610649
6.1,1,206,109.4,7.597914
6.1,1,350,110.71,7.164108
6.4,1,199,15.2,12.294744
6.4,1,347,15.1,11.898316
6.4,1,244,23.8,11.879278
5.5,3,244,70.1,3.901312
4.1,1,244,37.9,0.213428
4.2,2,244,80.5,-1.765792
5.8,3,244,76.4,5.144803
4.5,1,285,60.5,1.275385
4.1,2,285,15.1,-0.12788
4.4,2,285,10.1,1.50177
5.1,2,285,70.1,2.855193
5.5,3,352,15.4,5.478818
4.2,3,352,24.1,-1.139885
5,2,352,100.8,1.138797
4.5,1,352,104.6,-0.412674
4.7,3,352,26.1,1.223074
5.1,3,352,19.8,3.383411
6.8,3,352,105.5,8.721188
6.5,0,352,167.4,8.176152
4.3,1,352,71.1,-0.240387
4.4,3,352,116.6,-3.328403
4.6,1,352,96.3,0.357227
3.8,2,352,89.5,-4.310177
4.1,1,352,65.6,-1.024955
4.4,0,352,73.7,1.166717
4.2,2,352,102.1,-2.795717
4.3,3,316,18.7,-0.371828
6.2,1,316,120.1,7.421337
4.1,3,316,22.9,-1.487878
4.2,3,316,30.8,-1.271587
4,3,316,24.7,-2.035652
5.1,3,353,19.7,3.384126
4.9,1,353,5.4,4.919671
5.6,3,374,116.947563,2.435416
5.4,0,445,163.359418,2.714106
4.2,3,421,79.150444,-3.207561
5.4,0,278,151.359941,3.575346
4.7,2,404,108.364788,-0.718987
4.2,3,362,74.911107,-2.90329
4.4,2,464,103.852931,-2.185685
5.3,2,464,130.322071,1.286125
4.3,2,361,93.51104,-2.040257
4.3,3,352,77.133591,-2.465963
