MM,Me,ln(Vs30),ln(RJB),ln(pgv_rot50)
6.0,1,6.021023,5.655222,-1.55220728
5.2,2,6.021023,5.385045,-3.60189474
5.3,1,6.021023,5.492485,-2.85567472
5.1,1,6.021023,5.663655,-4.47651315
5.3,2,6.021023,4.339380,-1.93593012
5.2,1,6.021023,4.338597,-2.25141681
5.1,2,6.021023,5.511491,-4.51249985
5.3,1,6.021023,4.326646,-1.38621436
6.5,1,6.021023,5.621451,-1.18859170
5.1,1,6.021023,5.630961,-4.22769311
5.2,2,5.857933,4.605970,-1.66648457
5.8,1,5.857933,5.461711,-2.25103683
5.4,2,6.385194,5.084195,-3.24043149
5.8,3,6.385194,5.496307,-3.33000294
5.4,3,6.385194,3.976687,-1.31352729
5.3,3,6.385194,4.046554,-1.88216569
4.8,1,6.385194,5.024144,-3.04269810
6.1,2,6.385194,5.053184,-1.92998759
5.0,3,6.385194,5.496922,-5.15872935
5.2,2,6.226537,4.034948,-1.82040589
5.3,2,6.226537,3.944490,-1.41757865
5.8,1,6.226537,5.257652,-2.80210817
5.1,2,6.011267,5.555514,-4.00501587
5.3,1,6.011267,5.008566,-2.79688141
5.1,1,6.011267,5.692755,-4.23581596
5.1,1,6.315358,3.676301,0.81390357
4.6,2,6.315358,3.139833,0.31232590
5.0,2,6.315358,3.265759,0.29646836
5.1,2,6.315358,3.254243,0.59614056
5.3,2,6.315358,3.095578,1.39013697
5.3,3,5.808142,3.761200,0.69664107
5.4,1,5.808142,2.954910,0.89429049
6.2,1,5.808142,2.833213,2.67470022
5.4,3,5.808142,2.939162,0.76676932
4.9,1,5.808142,2.873565,1.06288148
5.0,3,5.950643,5.187833,-2.64060653
5.8,3,5.950643,5.535048,-2.47840384
5.4,2,5.950643,5.119191,-1.70105990
4.9,2,5.950643,5.104429,-2.85303551
5.3,2,5.950643,5.129070,-2.94060036
5.0,1,5.950643,4.828394,-2.71685888
6.1,1,5.950643,4.163715,0.81677974
5.4,3,5.950643,4.425326,-1.17144108
6.0,1,5.950643,4.320550,0.13172977
5.2,2,5.950643,5.529707,-3.11226609
5.3,1,5.950643,3.414114,-0.19742707
5.1,1,5.950643,4.607468,-1.30888897
5.2,1,5.950643,5.445702,-2.91555419
5.3,1,5.950643,5.435511,-3.37231842
6.5,1,5.950643,3.542118,2.12070344
5.1,1,5.950643,3.572626,0.52709260
5.2,3,4.744932,3.238678,1.03097564
5.4,1,4.744932,2.944439,1.20621030
6.2,1,4.744932,2.827314,1.69287792
5.4,3,4.744932,2.923162,0.49646297
4.9,1,4.744932,2.867899,1.15190026
5.2,2,5.983936,4.378019,-2.55662609
5.3,1,5.983936,5.483967,-2.99365443
5.3,2,5.983936,5.380819,-3.61358647
5.2,1,5.983936,5.382521,-3.99020079
5.3,1,5.983936,5.384724,-3.93202165
6.5,1,5.983936,5.691305,-1.74691996
5.1,1,5.983936,5.687280,-3.96690167
5.3,2,5.983936,4.600459,-1.23206368
5.4,2,6.206576,5.324618,-2.80875491
5.0,1,6.206576,5.122117,-3.96748286
6.1,1,6.206576,4.569854,0.25603659
5.4,3,6.206576,4.735233,-0.95422627
6.0,1,6.206576,4.640827,-0.32393121
5.3,1,6.206576,4.301630,-2.00403727
5.1,1,6.206576,4.871143,-1.56341347
5.3,2,6.206576,5.590912,-3.40138740
5.2,1,6.206576,5.593112,-4.02821980
5.3,1,6.206576,5.584849,-4.37787526
6.5,1,6.206576,4.228293,0.52401822
5.1,1,6.206576,4.255755,-1.78081953
5.0,1,6.206576,3.859887,-1.54806063
5.0,1,6.206576,4.487737,-2.23417906
4.4,2,6.297109,3.691376,-2.01335422
4.4,2,6.297109,3.691376,-2.32483070
4.2,2,6.218600,4.489759,-4.09342499
5.3,1,6.218600,5.362231,-4.05180245
4.2,2,6.218600,4.510860,-5.51406335
5.3,2,5.978886,4.414010,-1.34036543
4.5,2,5.978886,4.404277,-2.58731154
4.8,2,5.978886,4.414010,-1.98799336
3.8,2,6.228511,2.884801,-0.81332809
5.3,1,6.293419,5.374120,-3.82044706
5.2,2,6.293419,5.524456,-4.08275202
5.2,2,6.293419,5.627909,-4.76681891
5.4,2,6.293419,5.616189,-4.63977198
5.2,2,6.293419,5.376204,-4.14055605
5.3,2,6.293419,5.394945,-4.58282178
5.8,1,6.293419,4.815917,-0.85561905
6.9,1,6.293419,5.253843,-0.42048230
5.2,2,6.293419,5.469620,-4.27557871
5.3,2,6.293419,5.205709,-4.13610450
5.2,1,6.293419,5.206147,-3.66528012
5.1,2,6.293419,4.249209,-2.07536984
5.3,1,6.293419,5.223270,-3.44788027
5.3,2,6.006353,5.294912,-2.39362640
5.4,2,6.006353,5.381003,-1.74291216
5.4,3,6.006353,5.610570,-2.66923823
6.0,1,6.006353,5.582029,-1.21415783
5.2,2,6.006353,5.063734,-2.52197320
5.3,1,6.006353,5.197834,-1.60564511
5.1,1,6.006353,5.669846,-2.73694362
5.3,2,6.006353,5.529786,-2.04176047
5.2,1,6.006353,5.532559,-2.62134512
5.3,1,6.006353,5.530381,-2.75865426
6.5,1,6.006353,5.415611,-0.05404444
5.1,1,6.006353,5.418365,-2.20936801
5.0,3,6.028279,4.959482,-3.49364167
5.8,3,6.028279,2.799717,-1.16116878
4.8,1,6.028279,4.821974,-3.00299861
6.0,1,6.028279,5.164900,-1.55178240
5.3,1,6.028279,5.418187,-3.31814383
5.1,1,6.028279,5.159228,-4.23941658
5.3,2,6.028279,5.495117,-3.79335148
5.2,1,6.028279,5.501299,-3.70249168
5.3,1,6.028279,5.489062,-3.71239376
6.5,1,6.028279,5.290336,-1.07587280
5.1,1,6.028279,5.369568,-4.50740847
4.8,1,6.082219,2.844909,-0.16448557
6.0,3,6.082219,3.563883,0.73010572
5.3,1,6.082219,3.718438,-0.84394681
4.5,2,6.082219,0.788457,0.16517540
4.7,1,6.082219,2.116256,0.28246851
5.1,3,6.082219,0.405465,1.76531282
5.1,3,6.082219,0.530628,1.47670620
4.6,1,6.082219,1.791759,0.60797048
5.0,1,6.082219,1.098612,0.45723496
5.6,1,6.082219,4.097672,0.19958829
5.1,1,6.082219,3.288402,0.28705688
6.6,3,6.082219,3.992681,1.21194097
5.5,3,6.082219,3.696351,0.46153033
5.5,3,6.082219,3.629660,0.25982258
5.7,3,6.082219,3.737670,-0.16985163
5.0,1,6.082219,2.701361,1.60897781
6.4,1,6.082219,3.446808,1.98679157
5.8,3,5.808142,4.600258,-1.49633247
4.8,1,5.808142,5.235644,-3.05784175
5.4,2,5.808142,5.025261,-1.96169406
4.9,2,5.808142,5.037407,-3.31491877
5.3,2,5.808142,5.061392,-2.86505495
5.0,1,5.808142,3.810433,-1.21479785
5.4,3,5.808142,4.689603,-1.94079326
6.0,1,5.808142,4.696472,0.09349034
5.3,1,5.808142,4.934977,-1.46114723
5.1,1,5.808142,4.656908,-1.96732788
5.2,1,5.808142,5.313206,-2.40316815
5.3,1,5.808142,5.301113,-2.37594104
6.5,1,5.808142,4.769243,0.49176512
5.1,1,5.808142,4.882423,-2.41906273
5.4,2,5.416100,5.014428,-1.88183736
4.9,2,5.416100,5.026705,-3.03171184
5.3,2,5.416100,5.050945,-2.65856028
5.0,1,5.416100,3.818591,-0.78728205
5.4,3,5.416100,4.690981,-1.76825781
6.0,1,5.416100,4.700662,0.11109405
6.5,1,5.416100,4.766779,0.70250328
5.1,1,5.416100,4.879007,-2.31767843
5.6,1,6.154858,3.360375,1.02811829
5.6,3,6.154858,3.947390,0.28111053
5.5,3,6.154858,3.676301,0.36505969
5.5,3,6.154858,3.610918,0.34691749
5.0,1,6.154858,2.653242,1.04123032
6.4,1,6.154858,3.456317,2.01840355
5.1,2,5.963579,5.567008,-3.54609599
5.0,3,5.963579,5.591062,-4.51991034
6.1,3,5.963579,5.194789,-0.80936644
5.5,1,5.963579,5.259265,-1.98813938
5.4,2,5.963579,5.316206,-2.79614398
5.1,2,5.963579,5.124024,-2.20691134
6.0,2,5.973810,3.182212,1.38771835
6.4,1,5.973810,4.709530,-0.35751816
4.5,2,5.973810,3.484312,-1.47718233
4.9,1,5.973810,4.473922,-1.75683644
4.5,2,5.973810,4.272491,-1.68594106
4.6,1,5.973810,3.384390,-1.13180719
5.2,1,5.823046,5.649221,-4.82307747
5.0,3,5.823046,5.372218,-5.01669361
6.1,3,5.823046,4.860355,-1.08391089
5.5,1,5.823046,4.947837,-1.89087287
5.4,2,5.823046,5.019595,-2.72104426
5.5,3,5.891644,5.062848,-2.28297856
5.1,1,5.891644,4.259859,-1.76253082
5.4,2,5.891644,4.447814,-1.72400737
5.3,2,5.891644,4.497139,-2.22405122
5.0,1,5.891644,4.458177,-1.88282268
6.1,1,5.891644,4.731979,0.00039992
5.4,3,5.891644,4.783651,-1.62394260
6.0,1,5.891644,4.788241,-0.06455985
5.3,1,5.891644,4.481872,-1.37852462
5.1,1,5.891644,4.845525,-2.00500220
5.3,2,5.891644,4.974040,-2.51840552
5.2,1,5.891644,4.982442,-2.73774681
5.3,1,5.891644,4.964731,-2.52639136
6.5,1,5.891644,4.697932,0.52111253
5.1,1,5.891644,4.725528,-1.78856458
5.0,1,5.891644,4.794716,-2.26789385
5.0,1,5.891644,4.769328,-2.14012617
5.1,2,6.169611,5.610607,-4.04904620
5.0,3,6.169611,5.542518,-4.84946077
6.1,3,6.169611,5.124321,-0.79122318
5.5,1,6.169611,5.192957,-1.90179757
5.4,2,6.169611,5.252430,-2.70024574
5.1,2,6.169611,5.139849,-1.83064584
6.1,2,6.011267,5.637856,-3.18413629
5.2,1,6.011267,5.591919,-4.63858220
5.0,3,6.011267,5.295564,-4.65312170
6.1,3,6.011267,4.722420,-0.53725516
5.5,1,6.011267,4.824145,-1.53215285
5.4,2,6.011267,4.907051,-2.44178969
5.0,3,6.133398,5.438471,-4.79551988
6.1,3,6.133398,4.973695,-1.31304390
5.5,1,6.133398,5.050625,-2.20455135
5.4,2,6.133398,5.114094,-2.96844790
5.1,2,6.133398,5.176206,-2.67172309
4.5,2,6.063785,2.631889,0.24662568
4.6,1,6.063785,3.848018,-0.71137225
4.4,2,6.063785,4.130355,-1.13199329
6.4,1,6.063785,5.211670,-0.38661882
5.4,1,6.045005,3.015535,0.81598409
4.9,2,6.011267,3.000720,0.70591532
4.4,2,6.011267,3.020425,-0.06255649
4.4,2,6.066108,1.547563,0.07008561
4.4,2,6.066108,3.095578,0.26097869
5.4,1,5.883322,3.010621,0.93973378
5.2,2,6.059123,4.497919,-2.08304804
5.4,2,6.059123,5.640843,-3.57937952
6.2,1,6.059123,4.160912,0.03469124
6.1,3,6.059123,5.191956,-0.72850496
5.5,1,6.059123,5.256557,-1.99716134
5.4,2,6.059123,5.313600,-2.76336737
5.1,2,5.993961,5.569336,-3.62639304
5.0,3,5.993961,5.588933,-4.54492211
6.1,3,5.993961,5.191456,-0.66851311
5.5,1,5.993961,5.256192,-1.93655405
5.4,2,5.993961,5.313354,-2.62174407
5.1,2,6.008813,5.646895,-4.15059750
5.0,3,6.008813,5.512501,-4.60784376
6.1,3,6.008813,5.070350,-0.67619174
5.5,1,6.008813,5.145050,-1.91875229
5.4,2,6.008813,5.210688,-2.60240723
5.3,2,6.100319,5.224509,-4.03334354
5.2,2,6.100319,4.495467,-1.07487623
5.4,2,6.100319,4.515574,-0.08784809
5.4,3,6.100319,4.210200,-1.18146143
5.3,3,6.100319,4.219949,-1.62658407
4.8,1,6.100319,5.194844,-4.02687285
6.1,2,6.100319,4.749097,-1.58562373
5.3,3,6.100319,4.911625,-2.90450314
6.1,3,6.100319,5.244811,-0.96908515
5.5,1,6.100319,5.316010,-3.13589129
5.4,2,6.100319,5.316403,-2.87645702
4.4,3,6.240276,4.014580,0.56656303
4.6,2,6.118097,3.889777,-0.85931984
5.8,3,6.028279,5.681912,-3.63689440
5.4,3,6.028279,4.220096,-1.15138035
5.3,3,6.028279,4.229312,-1.64470246
4.8,1,6.028279,5.198442,-3.60766820
6.3,3,6.028279,4.656433,-0.96102663
6.1,2,6.028279,4.745454,-1.21560689
6.1,3,6.028279,5.239204,-0.72337961
5.5,1,6.028279,5.310888,-2.44073284
5.4,2,6.028279,5.311382,-2.59124097
4.4,2,6.045005,2.282382,-0.98537289
4.9,2,5.680173,2.949688,0.07390081
5.8,1,6.270988,5.485129,-3.26643924
5.2,2,6.270988,4.421247,-3.70924544
5.3,1,6.270988,5.499256,-4.26976995
5.3,2,6.270988,5.399836,-4.71271085
5.2,1,6.270988,5.401506,-4.82665262
5.3,1,6.270988,5.403713,-5.06392532
5.4,3,6.102559,5.360071,-2.24441053
5.3,3,6.102559,5.361855,-2.90433885
6.1,2,6.102559,5.380312,-1.74967747
5.2,1,6.102559,5.540479,-3.51271012
5.0,3,6.102559,5.358989,-3.37368922
5.1,2,6.102559,5.645518,-3.30860908
5.3,3,6.102559,5.482845,-3.33940638
6.1,3,6.102559,5.107520,-0.29613100
5.5,1,6.102559,5.187553,-1.86937512
5.4,2,6.102559,5.246603,-1.55225450
5.4,2,6.315358,4.889747,-1.76743766
5.4,3,6.315358,3.846097,-0.07718347
5.3,3,6.315358,3.848657,-0.47973079
4.8,1,6.315358,5.145923,-2.49959804
5.1,1,5.283204,4.831668,-1.35336261
5.3,2,5.283204,5.390851,-2.30350552
5.0,1,5.283204,4.932818,-0.89673323
5.8,1,5.283204,5.178351,0.04678816
5.2,2,5.283204,5.625172,-2.17762785
5.1,2,5.283204,5.530619,-2.59395395
6.0,2,6.126869,1.757858,2.50159987
4.6,2,6.126869,2.862201,-1.08045808
5.9,2,6.100319,5.603520,-2.04964976
5.1,1,6.100319,5.477551,-4.19378928
5.2,2,6.100319,5.622753,-4.22235977
5.0,1,6.100319,5.526011,-3.13324874
5.8,1,6.100319,4.053870,0.22992054
5.3,2,6.100319,5.609032,-4.91468895
5.2,2,6.100319,5.391216,-4.35029544
5.2,1,6.100319,5.375788,-4.15734826
5.1,2,6.100319,3.844172,-1.40067730
5.3,1,6.100319,5.392900,-3.44961062
5.4,2,6.230481,5.281832,-3.38750160
4.9,2,6.230481,5.273410,-5.28721918
6.0,1,6.230481,5.461456,-2.24876001
5.2,2,6.230481,5.076860,-4.05185995
5.3,1,6.230481,5.016949,-3.18723182
5.1,1,6.230481,5.560258,-4.67574288
5.3,2,6.230481,5.469072,-3.56454018
5.2,1,6.230481,5.472229,-3.89629730
5.3,1,6.230481,5.468904,-3.95498270
6.5,1,6.230481,5.271614,-1.13802902
5.1,1,6.230481,5.275356,-3.51707972
5.2,1,6.267201,3.996364,0.77992103
4.6,2,6.267201,2.054124,0.16940516
4.6,2,6.267201,2.151762,-0.24021342
5.1,2,6.267201,3.148453,1.09061372
5.4,2,5.442418,4.908972,-1.84788548
5.2,2,5.442418,4.873822,-1.52698273
5.4,2,5.442418,4.864530,-1.51344615
6.2,1,5.442418,5.644598,-1.83828520
5.4,3,5.442418,5.229074,-1.98930838
5.3,3,5.442418,5.218516,-2.10021584
6.1,2,5.442418,4.719481,-1.06792791
5.2,1,5.442418,4.794054,-2.20709311
5.0,3,5.442418,4.174695,-1.04230757
5.3,3,5.442418,4.905201,-2.44065247
6.1,3,5.442418,3.704014,1.64186638
5.5,1,5.442418,3.993787,-0.08094979
5.4,2,5.442418,4.007878,0.34959998
5.2,2,6.198479,5.639919,-4.41463247
5.4,2,6.198479,4.402809,-1.18954407
5.2,2,6.198479,4.740837,-1.00021597
5.4,2,6.198479,4.750828,-0.71451383
5.4,3,6.198479,4.205886,-0.17852876
5.0,3,6.198479,4.933682,-3.44027091
5.3,3,6.198479,4.482211,-1.12614794
6.1,3,6.198479,5.077982,-0.31369756
5.5,1,6.198479,5.155082,-2.57953826
5.4,2,6.198479,5.136504,-2.03485066
5.8,1,6.139885,5.090370,-1.40486575
4.8,1,6.139885,5.695683,-5.44292704
5.4,2,6.139885,4.582106,-2.55701293
5.3,2,6.139885,4.560905,-2.29273378
5.0,1,6.139885,5.626217,-5.75153468
5.2,2,6.139885,4.510750,-1.69200464
5.3,1,6.139885,5.409411,-3.43123400
5.3,2,6.139885,4.041998,-2.00864763
5.2,1,6.139885,4.055430,-1.90481619
5.1,2,6.139885,5.383026,-4.43054484
5.3,1,6.139885,4.086312,-1.73517122
6.5,1,6.139885,5.626613,-1.81529425
5.1,1,6.139885,5.623115,-4.45890768
4.5,1,6.139885,1.974081,0.53818784
5.0,2,6.139885,3.091042,2.03396027
5.3,1,6.139885,5.399248,-4.24323908
5.3,2,6.139885,4.970022,-3.38510752
5.8,1,6.139885,4.745367,-0.92548285
5.4,2,6.139885,5.076610,-2.84263358
4.9,2,6.139885,5.102789,-4.62054782
5.3,2,6.139885,5.057964,-3.03343414
5.2,2,6.139885,4.993489,-2.46875775
4.5,1,5.934894,3.826465,0.11019879
5.2,1,5.934894,3.804438,-1.20744549
5.2,2,5.934894,4.791650,-2.30437670
5.4,2,5.934894,5.000585,-2.01657942
4.9,1,5.934894,3.417727,-1.36896538
4.6,2,5.934894,2.939162,-1.64180616
4.7,1,5.934894,2.917771,-1.16995793
4.5,2,5.934894,3.072693,-2.29283280
4.4,2,5.934894,3.152736,-1.08850355
5.5,1,5.934894,3.964615,0.10975086
4.3,1,5.934894,4.016383,-2.96338126
4.3,2,5.934894,3.955082,-2.55026471
4.5,1,5.934894,3.935740,-2.21073544
4.8,1,5.934894,3.966511,-2.06609106
4.3,1,5.934894,4.014580,-2.52090281
4.6,1,5.934894,5.698435,-2.82102295
4.3,1,5.934894,4.028917,-2.42229248
4.5,1,5.934894,3.943522,-2.50023148
4.6,2,5.934894,2.995732,-1.09658435
5.7,1,5.934894,3.901973,0.19037239
4.9,1,5.934894,4.036009,-2.64205181
4.3,1,5.934894,3.811097,-2.31943628
5.0,1,5.934894,3.877432,-1.71241239
4.2,3,5.934894,3.996364,-2.42930545
5.2,2,5.934894,4.910447,-2.55380667
5.1,1,5.934894,5.054333,-2.26057980
5.8,3,5.752573,5.211833,-2.55330541
5.4,2,5.752573,5.198000,-2.40885714
5.3,2,5.752573,5.214229,-3.45349118
5.0,1,5.752573,3.982668,-1.55490238
6.1,1,5.752573,2.889260,0.76556086
5.4,3,5.752573,2.978077,0.68102399
6.0,1,5.752573,3.087856,2.48682148
5.3,1,5.752573,4.404522,-1.04962214
5.1,1,5.752573,3.401197,1.39011206
5.3,2,5.752573,5.492485,-2.97783342
5.2,1,5.752573,5.497168,-3.47528535
5.1,1,6.270988,5.240317,-3.78095088
5.2,2,6.270988,4.835964,-3.32986325
5.3,2,6.270988,4.849292,-3.94972487
5.0,1,6.270988,5.317973,-3.24565624
5.8,1,6.270988,4.465103,-0.40570014
6.9,1,6.270988,2.777576,0.96618505
5.2,2,6.270988,5.220410,-4.43104883
5.2,1,6.270988,5.597347,-5.10033574
5.1,2,6.270988,5.208994,-4.12484501
5.3,1,6.270988,5.608372,-4.76334562
5.8,1,5.488938,5.681298,-2.05385177
5.3,2,5.488938,4.444767,-1.83089539
5.0,1,5.488938,5.256505,-3.09316871
6.1,1,5.488938,5.154562,-0.15884334
5.4,3,5.488938,5.239999,-1.73386799
6.0,1,5.488938,5.653085,-0.49478825
6.9,1,5.488938,5.653085,0.19367355
5.2,2,5.488938,4.870223,-1.63933027
5.3,1,5.488938,4.535606,-0.09953308
5.1,1,5.488938,5.315764,-2.34605643
5.3,1,5.488938,4.898735,-2.47167853
6.5,1,5.488938,5.011968,0.48845731
5.1,1,5.488938,5.013830,-1.42882615
5.0,1,5.488938,5.137796,-2.26702492
6.0,2,6.111467,2.694627,1.95190642
6.0,2,6.021023,0.875469,3.00250926
4.7,2,6.021023,2.186051,-0.20989421
4.6,2,6.021023,2.617396,-0.67743132
5.1,1,5.389072,5.141137,-1.74319790
5.2,2,5.389072,5.114274,-2.49621839
5.3,2,5.389072,5.116316,-2.70899064
5.0,1,5.389072,5.223109,-1.30637474
5.8,1,5.389072,4.999844,0.05789148
5.2,2,5.389072,5.413296,-2.54757811
5.1,2,5.389072,5.473153,-3.18749829
4.4,2,5.888878,3.770459,-2.32416630
4.4,2,5.888878,2.884801,-0.16480389
5.1,1,5.888878,4.953006,-2.69571657
4.4,2,5.888878,4.409155,-4.34673671
4.2,1,5.888878,4.817859,-5.05266114
4.8,1,5.888878,4.845761,-2.16334503
4.2,1,5.888878,5.412092,-4.84642679
4.2,2,5.888878,4.461300,-3.24124925
4.3,2,6.226537,2.617396,-1.14762398
4.4,2,6.226537,3.772761,0.26290258
4.3,2,6.226537,2.415914,0.49828735
4.4,2,6.226537,2.867899,-0.55585786
4.8,1,6.226537,4.843399,-2.87963955
4.1,1,6.226537,3.788725,0.19647098
5.3,2,6.226537,4.462454,-1.81124815
4.5,2,6.226537,4.452019,-2.89501854
4.8,2,6.226537,4.461300,-2.35911312
5.2,2,5.961005,4.469236,-2.68211933
5.3,1,5.961005,5.503989,-3.90286507
5.2,1,5.961005,5.418320,-4.20204114
4.9,2,6.208590,2.476538,0.12257155
4.2,2,6.872128,4.622027,-5.35772773
4.9,2,5.814131,2.251292,0.63196303
4.9,2,6.206576,3.072693,0.15143270
4.4,2,6.206576,2.815409,-0.86685792
5.2,2,5.897154,5.065250,-2.07131465
5.2,2,5.897154,3.909620,-1.18613289
5.4,2,5.897154,3.830162,-1.04261955
5.4,3,5.897154,5.358236,-2.31483988
4.8,1,5.897154,5.368916,-3.61816007
6.3,3,5.897154,5.377360,-1.01760389
6.1,2,5.897154,5.377129,-1.92971205
6.1,3,5.897154,5.102728,-0.23872684
5.5,1,5.897154,5.183243,-1.57479497
5.4,2,5.897154,5.242487,-1.62262447
5.0,1,6.270988,5.634897,-3.81485092
5.8,1,6.270988,4.969049,-0.62322940
5.2,2,6.270988,4.865918,-2.64880064
5.2,1,6.270988,5.524975,-4.81386857
5.1,2,6.270988,5.510804,-3.93888046
5.3,1,6.270988,5.531530,-4.61385781
5.3,1,5.908083,4.924206,-2.21962357
5.2,2,5.908083,4.470724,-0.49601912
5.3,2,5.908083,4.460144,-1.02982344
5.0,1,5.908083,5.592590,-2.89568786
5.8,1,5.908083,4.955968,-0.45109552
6.9,1,5.908083,4.285929,1.29365810
5.2,2,5.908083,4.950815,-2.48495865
5.1,2,5.908083,5.500156,-3.92622335
5.3,1,5.908083,5.566587,-3.63234790
6.0,2,5.831882,3.465736,0.80803715
5.4,2,6.049733,4.145830,-0.60539275
4.9,2,6.049733,4.237723,-1.92291654
5.3,2,6.049733,4.147411,-1.12122606
5.0,1,6.049733,5.350151,-3.82199950
6.0,1,6.049733,5.536074,-1.10219871
5.2,2,6.049733,5.181109,-2.99921834
5.3,1,6.049733,5.298817,-2.25379493
5.1,1,6.049733,5.559335,-3.45425012
5.3,2,6.049733,3.609566,-0.78884343
5.2,1,6.049733,3.607398,-0.59509531
5.1,2,6.049733,5.564137,-4.11714247
5.3,1,6.049733,3.528417,-0.35387886
6.5,1,6.049733,5.483676,-0.44866493
5.1,1,6.049733,5.485461,-3.25395911
6.0,2,6.568078,3.456317,1.14730721
6.4,1,6.568078,4.693181,0.84156719
4.8,2,6.568078,3.039749,-0.63625658
4.5,2,6.568078,3.523415,-1.69832377
3.8,2,6.568078,3.387774,-1.97702937
6.4,1,6.568078,5.021905,0.57408207
4.5,2,6.568078,3.370738,-1.05584020
4.9,2,5.762051,2.884801,0.04478214
4.9,2,6.163315,3.131137,-0.28589700
4.1,1,6.163315,2.727853,0.60305835
5.2,2,6.270988,5.309702,-3.94728755
5.2,2,6.270988,5.098158,-3.64536030
5.4,2,6.270988,5.079726,-3.54908273
5.8,1,6.270988,5.464975,-3.11758357
4.8,1,6.270988,5.399971,-4.98287909
5.3,2,6.270988,5.258172,-3.78411364
5.2,1,6.270988,5.258328,-3.10670853
5.1,2,6.270988,5.176206,-4.06768316
5.5,1,6.270988,5.689176,-4.30669655
5.3,1,6.270988,5.265639,-2.68209010
5.2,2,5.932245,5.533034,-2.79251392
5.3,2,5.932245,5.532124,-3.04515364
5.0,1,5.932245,5.098768,-1.73795333
5.8,1,5.932245,5.445875,-1.45000123
6.9,1,5.932245,5.008299,1.14384056
5.1,1,5.631212,5.239363,-3.66958676
5.2,2,5.631212,5.320421,-2.83415779
5.3,2,5.631212,5.307426,-3.17867002
5.4,2,5.631212,4.800408,-1.62770372
5.3,2,5.631212,4.801477,-2.41998445
5.0,1,5.631212,5.305243,-4.13111229
6.1,1,5.631212,5.124202,-0.35957916
5.4,3,5.631212,5.223163,-2.29939020
6.0,1,5.631212,5.189897,-1.21217300
5.2,2,5.631212,4.984086,-2.54658207
5.3,1,5.631212,4.469121,-0.61040658
5.1,1,5.631212,5.305988,-3.06875468
5.3,2,5.631212,5.146389,-1.25054044
5.2,1,5.631212,5.151382,-2.06569644
5.3,1,5.631212,5.142365,-2.73149285
6.5,1,5.631212,4.950602,-0.06282266
5.1,1,5.631212,4.954559,-1.82034415
5.0,1,5.631212,5.098280,-3.25013432
5.8,3,6.063785,4.652817,-2.66430129
4.8,1,6.063785,4.824948,-3.10400815
5.4,2,6.063785,4.862290,-2.47169037
4.9,2,6.063785,4.889898,-3.90370767
5.3,2,6.063785,4.901341,-3.51069980
5.0,1,6.063785,4.840558,-3.72028757
6.0,1,6.063785,5.249705,-0.87680563
5.2,2,6.063785,5.645906,-4.83552719
5.3,1,6.063785,5.237080,-2.94001378
5.1,1,6.063785,5.227197,-3.77191330
5.3,2,6.063785,5.043296,-3.07215986
5.2,1,6.063785,5.052992,-3.09305848
5.3,1,6.063785,5.032723,-3.07086539
6.5,1,6.063785,5.246761,-0.46652170
5.1,1,6.063785,5.301662,-3.95785754
4.4,2,5.924256,3.732896,-2.07497155
4.3,2,5.924256,2.261763,1.24498998
4.4,2,5.924256,2.995732,-0.52922723
4.2,2,5.924256,4.465908,-3.01971764
5.3,2,5.924256,4.433195,-0.74383013
4.5,2,5.924256,4.423648,-2.38197468
4.8,2,5.924256,4.433195,-1.61938724
6.1,1,5.966147,4.701571,-1.33438526
6.0,1,5.966147,4.757290,0.18273814
6.1,1,5.768321,4.717963,-1.40006879
6.0,1,5.768321,4.772124,-0.07238791
6.1,1,6.037871,4.704835,-1.34036543
6.0,1,6.037871,4.758749,0.47828177
6.1,1,5.351858,4.688776,-0.88411400
6.0,1,5.351858,4.741011,0.77177350
6.1,1,6.347389,4.706101,-1.75608349
6.0,1,6.347389,4.757548,0.53672726
6.1,1,6.282267,4.720996,-2.07544952
6.0,1,6.282267,4.771362,-0.04561471
6.1,1,5.327876,4.695011,-1.18823070
6.0,1,5.327876,4.749357,0.46001642
6.1,1,5.857933,4.706914,-1.10141622
6.0,1,5.857933,4.759607,0.66608426
6.4,1,5.293305,2.721295,2.57900397
6.4,1,5.849325,2.714695,2.76209637
4.4,1,5.497168,3.342862,1.01432447
4.1,1,5.497168,4.587006,-2.58052808
4.3,1,5.497168,3.770459,-0.96113121
6.2,1,5.497168,4.813809,0.94180252
5.1,3,5.497168,4.852030,-0.71027299
4.1,3,5.497168,3.877432,-1.44646908
4.2,3,5.497168,4.010963,-1.57498818
5.7,3,5.497168,4.543295,0.16194877
4.1,1,5.497168,4.380776,-2.73236851
4.7,1,5.497168,4.283587,-2.17076767
4.2,1,5.497168,3.864931,-1.17024793
4.4,1,5.497168,4.091006,-2.71142589
4.9,2,5.497168,4.412798,-2.69642800
5.6,3,5.497168,3.658420,0.80852733
5.1,3,5.497168,3.299534,0.19885086
4.7,3,5.497168,3.763523,-1.43179395
4.8,3,5.497168,3.779634,-0.68991242
4.8,3,5.497168,3.540959,-1.58216327
4.2,3,5.497168,3.925926,-1.56036207
4.9,3,5.497168,3.583519,-0.61737203
5.5,3,5.497168,3.421000,1.41764767
4.5,3,5.497168,3.663562,-1.53335689
4.5,3,5.497168,3.529297,-0.82933352
5.5,3,5.497168,3.532226,0.84873968
4.2,3,5.497168,3.688879,-0.86866792
